Surface_Code,Court_Code,Series_Code,Round_Code,Best of,Rank_1,Rank_2,Rank_Diff
3,0,5,0,3,90,70,-20
3,0,3,0,3,46,53,7
3,0,1,6,3,7,1,-6
3,0,5,0,3,46,49,3
1,1,0,1,3,86,60,-26
3,0,2,0,5,696,73,-623
3,0,6,0,3,36,50,14
1,0,6,6,3,9,16,7
2,0,0,4,3,38,136,98
3,0,6,6,3,1,21,20
1,0,0,6,3,46,64,18
3,0,6,0,3,33,82,49
3,1,3,1,3,30,37,7
1,0,0,1,3,16,78,62
3,0,4,4,3,25,7,-18
2,0,0,0,3,26,67,41
3,0,5,0,3,60,89,29
1,0,0,0,3,64,56,-8
3,0,3,7,3,49,47,-2
1,0,5,1,3,40,21,-19
1,0,1,2,3,20,42,22
3,0,5,0,3,52,128,76
3,0,3,1,3,94,104,10
3,0,6,4,3,5,14,9
3,1,0,1,3,15,64,49
1,0,0,0,3,77,81,4
3,0,0,0,3,92,88,-4
1,0,0,1,3,104,79,-25
3,1,6,1,3,33,20,-13
1,0,4,0,3,31,65,34
3,0,6,1,3,32,182,150
1,0,3,0,3,52,105,53
3,0,5,2,3,25,4,-21
3,0,5,2,3,16,21,5
1,0,2,0,5,173,93,-80
2,0,2,0,5,52,301,249
3,0,6,0,3,56,52,-4
3,0,2,0,5,98,100,2
1,0,0,0,3,210,117,-93
1,0,2,0,5,20,103,83
3,1,6,2,3,34,3,-31
1,0,2,2,5,12,21,9
3,1,4,0,3,101,98,-3
1,0,6,0,3,84,29,-55
1,0,6,0,3,26,110,84
3,0,0,1,3,57,83,26
3,1,0,0,3,129,42,-87
1,0,0,1,3,182,31,-151
2,0,0,6,3,75,59,-16
1,0,2,2,5,15,45,30
3,0,0,2,3,21,56,35
1,0,6,0,3,89,46,-43
1,0,0,4,3,6,74,68
3,1,1,0,3,60,42,-18
2,0,1,0,3,223,13,-210
3,0,2,0,5,3,46,43
3,0,6,0,3,50,41,-9
1,0,5,0,3,40,31,-9
3,0,2,0,5,70,25,-45
3,0,0,1,3,75,13,-62
2,0,0,4,3,17,64,47
3,0,0,6,3,15,33,18
1,0,0,0,3,68,41,-27
0,1,3,6,3,128,64,-64
1,0,0,0,3,72,103,31
1,0,3,4,3,24,77,53
3,0,2,0,5,111,98,-13
3,0,2,0,5,5,106,101
0,1,3,0,3,50,13,-37
1,0,5,2,3,8,47,39
3,0,1,0,3,54,4,-50
3,0,2,7,5,1,5,4
1,0,0,0,3,136,93,-43
3,0,3,0,3,41,92,51
1,0,2,1,5,38,57,19
3,1,6,1,3,7,43,36
3,0,6,0,3,71,78,7
1,0,0,0,3,80,100,20
3,1,1,0,3,88,38,-50
3,0,2,2,5,21,68,47
3,0,2,0,5,52,181,129
1,0,6,1,3,82,47,-35
2,0,0,4,3,249,185,-64
3,1,0,1,3,22,109,87
3,0,6,0,3,66,37,-29
2,0,3,1,3,56,6,-50
1,0,0,0,3,42,107,65
3,0,5,4,3,10,3,-7
1,0,2,3,5,13,8,-5
3,1,0,1,3,43,28,-15
3,1,4,6,3,11,33,22
3,1,0,0,3,41,42,1
2,0,2,1,5,13,102,89
3,0,3,0,3,137,112,-25
3,0,3,0,3,101,65,-36
1,0,2,2,5,3,60,57
1,0,2,0,5,127,25,-102
3,0,2,0,5,18,86,68
1,0,0,1,3,62,135,73
1,0,2,1,5,195,149,-46
3,0,2,1,5,1,81,80
1,0,3,0,3,339,155,-184
1,0,0,6,3,66,28,-38
3,0,2,0,5,44,304,260
3,0,5,2,3,5,30,25
3,1,1,0,3,114,100,-14
1,0,6,0,3,76,26,-50
1,0,2,0,5,35,43,8
3,1,7,5,3,4,7,3
1,0,2,0,5,68,163,95
2,0,0,0,3,47,262,215
3,0,2,0,5,46,92,46
3,0,6,0,3,79,38,-41
1,0,3,0,3,105,21,-84
3,0,6,3,3,24,6,-18
1,0,3,0,3,91,23,-68
1,0,3,0,3,115,46,-69
1,0,0,0,3,184,139,-45
1,0,0,4,3,57,18,-39
3,1,7,5,3,4,5,1
1,0,3,1,3,58,125,67
1,0,1,4,3,28,63,35
1,0,4,0,3,112,1,-111
3,1,3,0,3,23,114,91
3,1,0,1,3,36,15,-21
3,1,0,7,3,17,8,-9
3,1,0,0,3,107,68,-39
3,0,6,1,3,41,29,-12
3,0,0,1,3,117,26,-91
0,1,3,4,3,58,53,-5
3,0,6,3,3,8,63,55
3,0,2,3,5,11,8,-3
3,0,1,1,3,503,69,-434
1,0,0,4,3,31,313,282
2,0,3,0,3,306,61,-245
1,0,5,0,3,34,20,-14
1,0,3,4,3,17,191,174
3,0,0,0,3,81,136,55
3,0,2,0,5,124,138,14
0,1,3,0,3,76,26,-50
3,0,0,4,3,51,20,-31
1,0,6,0,3,26,19,-7
2,0,2,3,5,32,103,71
0,1,3,0,3,34,48,14
2,0,0,2,3,16,46,30
3,0,2,0,5,1,82,81
1,0,4,0,3,39,157,118
1,0,3,0,3,122,181,59
3,0,6,1,3,70,23,-47
3,0,2,0,5,148,237,89
3,0,4,0,3,64,80,16
3,0,6,1,3,20,25,5
1,0,5,0,3,30,36,6
1,0,0,0,3,77,191,114
3,0,3,6,3,62,244,182
1,0,3,6,3,107,60,-47
3,0,2,0,5,58,31,-27
3,1,1,6,3,22,25,3
1,0,3,0,3,99,3,-96
2,0,2,0,5,62,12,-50
1,0,2,1,5,231,148,-83
0,1,5,0,3,20,66,46
3,0,2,3,5,45,7,-38
3,0,6,0,3,456,83,-373
2,0,2,1,5,84,11,-73
1,0,0,1,3,85,67,-18
3,0,6,1,3,24,93,69
3,1,1,0,3,43,48,5
3,0,0,0,3,48,10,-38
3,0,5,1,3,57,14,-43
1,0,6,0,3,56,47,-9
1,0,5,1,3,29,3,-26
3,0,5,0,3,94,75,-19
1,0,4,4,3,50,20,-30
1,0,0,0,3,122,41,-81
3,1,0,1,3,36,74,38
3,0,6,1,3,72,21,-51
2,0,2,4,5,3,82,79
3,0,5,2,3,3,49,46
3,1,0,0,3,194,59,-135
3,0,1,4,3,7,84,77
2,0,2,1,5,38,284,246
1,0,0,0,3,170,109,-61
3,0,0,6,3,5,94,89
1,0,2,2,5,1,33,32
3,0,1,1,3,139,20,-119
1,0,5,0,3,30,71,41
3,0,3,1,3,60,20,-40
3,1,0,0,3,67,52,-15
3,0,1,0,3,59,47,-12
2,0,2,1,5,59,1,-58
1,0,2,0,5,146,4,-142
3,0,3,0,3,96,25,-71
3,1,0,4,3,62,76,14
3,0,1,1,3,32,15,-17
3,1,1,1,3,84,7,-77
3,0,6,0,3,74,174,100
3,1,0,0,3,202,106,-96
1,0,0,1,3,64,440,376
3,0,4,0,3,14,157,143
3,1,7,5,3,9,3,-6
3,1,0,1,3,98,31,-67
1,0,0,1,3,27,51,24
3,0,2,0,5,14,198,184
3,1,1,1,3,136,15,-121
3,0,4,4,3,73,41,-32
1,0,3,0,3,77,39,-38
3,1,0,0,3,66,21,-45
0,1,5,6,3,22,2,-20
3,0,2,2,5,234,140,-94
3,0,2,0,5,40,16,-24
3,1,0,0,3,86,152,66
3,1,6,2,3,35,36,1
3,0,6,1,3,15,57,42
3,0,2,2,5,51,14,-37
3,1,0,7,3,33,60,27
3,0,4,0,3,109,29,-80
3,0,1,0,3,65,33,-32
1,0,0,4,3,118,31,-87
1,0,0,0,3,31,59,28
1,0,2,0,5,105,95,-10
3,1,1,0,3,248,8,-240
3,0,3,2,3,27,59,32
3,0,2,1,5,34,54,20
3,0,1,0,3,61,124,63
3,0,2,1,5,7,55,48
3,0,2,3,5,39,86,47
3,0,6,2,3,10,24,14
1,0,0,1,3,335,91,-244
3,0,1,0,3,39,117,78
1,0,0,0,3,118,29,-89
3,0,1,6,3,34,15,-19
3,1,5,1,3,10,72,62
2,0,2,2,5,31,3,-28
3,1,1,4,3,34,10,-24
3,0,6,2,3,70,14,-56
3,0,0,6,3,66,94,28
2,0,0,1,3,127,84,-43
3,1,1,0,3,38,12,-26
3,0,5,0,3,367,45,-322
1,0,3,0,3,70,94,24
3,0,3,4,3,48,32,-16
1,0,3,0,3,37,30,-7
1,0,0,0,3,74,67,-7
3,1,6,1,3,37,8,-29
1,0,0,6,3,62,30,-32
1,0,3,0,3,94,133,39
3,0,0,0,3,136,39,-97
3,0,6,0,3,85,20,-65
2,0,2,0,5,160,55,-105
1,0,1,1,3,24,72,48
3,0,1,0,3,33,68,35
3,0,6,1,3,5,84,79
2,0,0,1,3,298,94,-204
3,0,6,2,3,27,18,-9
3,1,5,0,3,40,48,8
1,0,0,0,3,106,37,-69
0,1,3,6,3,10,6,-4
1,0,0,1,3,19,89,70
3,1,3,1,3,329,112,-217
3,0,2,1,5,18,71,53
3,0,0,0,3,90,100,10
3,0,2,0,5,29,61,32
1,0,5,1,3,39,40,1
3,0,0,1,3,22,39,17
1,0,1,0,3,88,59,-29
1,0,3,5,3,149,72,-77
3,0,2,1,5,114,86,-28
3,1,4,0,3,55,62,7
3,0,5,1,3,43,30,-13
2,0,0,4,3,72,82,10
2,0,2,0,5,78,33,-45
2,0,2,0,5,2,181,179
3,1,4,4,3,46,25,-21
2,0,0,0,3,95,199,104
3,0,6,6,3,1,5,4
1,0,0,0,3,130,126,-4
3,0,2,1,5,6,79,73
1,0,0,0,3,118,147,29
3,1,0,0,3,34,66,32
3,0,4,2,3,4,49,45
3,0,4,2,3,67,21,-46
3,0,0,1,3,38,115,77
3,0,2,1,5,10,143,133
3,0,0,0,3,29,51,22
1,0,3,4,3,70,71,1
1,0,1,1,3,80,31,-49
2,0,3,0,3,97,208,111
3,0,6,0,3,49,103,54
1,0,3,4,3,140,30,-110
1,0,4,0,3,91,69,-22
1,0,2,0,5,190,90,-100
1,0,1,1,3,10,61,51
3,0,2,2,5,475,36,-439
1,0,3,1,3,92,56,-36
3,0,2,1,5,4,46,42
1,0,0,0,3,62,65,3
2,0,1,1,3,95,53,-42
1,0,3,0,3,130,1,-129
1,0,0,0,3,96,98,2
1,0,0,0,3,111,62,-49
2,0,0,0,3,86,89,3
1,0,6,1,3,21,14,-7
2,0,0,0,3,146,68,-78
3,0,4,1,3,434,52,-382
3,0,4,6,3,98,2,-96
2,0,2,0,5,11,66,55
3,0,0,0,3,48,102,54
0,1,3,1,3,10,28,18
1,0,1,1,3,80,17,-63
1,0,1,1,3,76,47,-29
1,0,0,1,3,85,22,-63
1,0,3,7,3,2,50,48
2,0,2,0,5,43,47,4
3,0,2,1,5,79,31,-48
1,0,5,1,3,3,40,37
1,0,5,2,3,70,54,-16
1,0,1,0,3,42,122,80
3,0,6,4,3,2,6,4
3,0,1,0,3,110,149,39
1,0,0,0,3,75,74,-1
3,0,2,0,5,30,41,11
1,0,0,7,3,50,78,28
1,0,0,1,3,106,35,-71
1,0,6,3,3,6,12,6
1,0,0,0,3,82,429,347
2,0,0,0,3,216,107,-109
1,0,3,0,3,61,65,4
3,0,2,3,5,16,73,57
1,0,2,1,5,53,13,-40
3,1,6,2,3,25,21,-4
3,1,0,0,3,180,89,-91
3,0,3,1,3,74,79,5
3,0,0,0,3,69,201,132
3,1,1,0,3,59,16,-43
1,0,6,3,3,7,77,70
1,0,3,4,3,25,132,107
3,0,3,1,3,27,101,74
3,0,0,1,3,56,35,-21
3,0,1,7,3,2,11,9
3,0,6,6,3,6,16,10
3,1,3,0,3,16,104,88
3,0,2,0,5,80,88,8
1,0,1,2,3,4,30,26
3,0,2,3,5,23,9,-14
3,0,6,0,3,20,78,58
3,1,0,6,3,166,12,-154
3,1,1,0,3,72,61,-11
1,0,4,1,3,50,68,18
3,0,2,1,5,9,70,61
3,0,3,0,3,41,32,-9
3,1,0,1,3,271,49,-222
1,0,6,2,3,34,7,-27
3,0,2,0,5,58,11,-47
3,0,0,6,3,18,55,37
3,0,0,0,3,81,32,-49
3,0,0,4,3,105,34,-71
3,1,0,0,3,84,64,-20
1,0,0,1,3,39,83,44
3,0,0,0,3,56,26,-30
3,0,0,4,3,66,59,-7
3,1,4,4,3,34,16,-18
2,0,1,0,3,53,14,-39
3,0,6,0,3,45,94,49
3,0,0,1,3,111,43,-68
3,1,6,2,3,5,64,59
1,0,0,0,3,89,95,6
3,1,4,4,3,21,31,10
1,0,6,1,3,31,12,-19
1,0,4,1,3,86,14,-72
3,0,5,0,3,53,583,530
1,0,3,0,3,94,74,-20
3,1,3,1,3,27,52,25
3,1,4,4,3,48,125,77
3,0,0,2,3,116,89,-27
3,0,5,2,3,15,137,122
3,0,2,0,5,77,63,-14
3,0,6,0,3,109,111,2
3,1,4,0,3,65,20,-45
0,1,5,0,3,42,56,14
3,1,3,4,3,7,36,29
3,1,0,0,3,217,39,-178
1,0,0,0,3,38,82,44
3,0,0,0,3,87,190,103
1,0,3,1,3,55,30,-25
3,0,0,2,3,15,50,35
3,0,6,0,3,50,19,-31
3,0,2,2,5,19,9,-10
1,0,0,1,3,29,131,102
2,0,3,4,3,77,64,-13
3,1,4,0,3,95,52,-43
3,0,2,1,5,121,67,-54
3,0,2,0,5,51,106,55
3,0,6,0,3,146,98,-48
3,0,6,1,3,52,22,-30
3,0,6,4,3,52,4,-48
1,0,3,1,3,47,206,159
1,0,0,1,3,108,80,-28
3,0,3,5,3,76,45,-31
1,0,2,1,5,15,79,64
1,0,0,0,3,81,44,-37
0,1,5,1,3,31,14,-17
1,0,3,0,3,54,156,102
1,0,6,0,3,61,60,-1
1,0,5,2,3,9,12,3
1,0,3,0,3,60,25,-35
3,0,3,1,3,103,78,-25
1,0,6,0,3,35,42,7
1,0,4,0,3,51,71,20
3,1,5,6,3,14,3,-11
1,0,2,0,5,132,98,-34
3,0,5,1,3,3,44,41
3,1,0,1,3,29,62,33
1,0,6,2,3,13,6,-7
1,0,2,0,5,120,99,-21
2,0,0,1,3,37,210,173
3,0,3,0,3,10,42,32
1,0,0,0,3,74,93,19
3,0,2,0,5,107,18,-89
0,1,0,0,3,769,41,-728
0,1,3,0,3,28,58,30
1,0,0,0,3,74,95,21
3,0,0,0,3,257,112,-145
1,0,0,0,3,67,114,47
3,0,3,0,3,921,8,-913
1,0,3,1,3,74,82,8
2,0,2,0,5,2,38,36
1,0,0,7,3,117,29,-88
3,0,2,0,5,296,52,-244
3,0,4,6,3,416,54,-362
3,0,1,0,3,158,59,-99
1,0,6,4,3,16,6,-10
1,0,5,0,3,50,69,19
3,0,5,1,3,25,87,62
2,0,0,4,3,75,30,-45
3,0,3,0,3,602,108,-494
1,0,2,1,5,23,213,190
1,0,2,0,5,16,68,52
3,0,0,1,3,60,549,489
1,0,4,1,3,15,114,99
3,0,6,0,3,79,51,-28
3,0,2,1,5,2,65,63
3,0,2,0,5,71,67,-4
1,0,2,0,5,134,145,11
3,0,6,1,3,8,99,91
3,0,5,0,3,14,78,64
1,0,6,1,3,16,30,14
3,1,1,1,3,46,67,21
1,0,0,6,3,77,107,30
3,0,4,1,3,59,105,46
2,0,0,1,3,131,61,-70
1,0,6,0,3,45,16,-29
3,1,0,1,3,32,23,-9
3,0,3,0,3,50,92,42
2,0,3,0,3,102,117,15
2,0,2,0,5,84,70,-14
3,0,4,4,3,24,141,117
3,1,0,1,3,69,15,-54
1,0,4,0,3,124,153,29
1,0,6,0,3,28,21,-7
3,1,4,4,3,6,76,70
3,1,0,0,3,89,309,220
3,0,4,1,3,25,51,26
1,0,4,7,3,13,11,-2
3,0,5,0,3,77,70,-7
3,0,1,0,3,153,255,102
3,0,6,1,3,2,52,50
2,0,2,0,5,87,96,9
1,0,3,0,3,101,95,-6
1,0,3,5,3,53,160,107
1,0,2,0,5,19,43,24
2,0,2,0,5,85,112,27
1,0,4,2,3,150,92,-58
3,0,6,1,3,23,10,-13
3,0,4,1,3,43,47,4
3,0,5,1,3,16,59,43
3,0,2,1,5,94,66,-28
3,1,0,0,3,29,74,45
3,1,0,0,3,61,50,-11
3,0,3,0,3,64,39,-25
3,0,1,1,3,24,43,19
1,0,0,0,3,95,67,-28
3,0,0,4,3,57,140,83
3,0,6,1,3,52,16,-36
1,0,0,0,3,140,127,-13
3,1,0,0,3,49,112,63
1,0,2,0,5,56,15,-41
1,0,3,0,3,84,73,-11
2,0,2,1,5,131,19,-112
1,0,6,0,3,44,33,-11
1,0,6,1,3,62,24,-38
3,1,0,1,3,75,55,-20
3,1,4,1,3,26,81,55
3,0,1,4,3,18,5,-13
1,0,4,1,3,8,75,67
3,0,0,0,3,208,98,-110
3,1,0,1,3,98,14,-84
3,0,6,0,3,35,24,-11
3,0,4,0,3,126,60,-66
1,0,5,0,3,65,9,-56
3,0,6,1,3,22,62,40
1,0,3,0,3,109,46,-63
3,1,7,6,3,8,2,-6
3,0,0,0,3,51,81,30
1,0,3,6,3,49,19,-30
1,0,6,2,3,31,5,-26
1,0,0,1,3,94,10,-84
1,0,0,0,3,119,189,70
1,0,1,4,3,4,128,124
3,0,6,1,3,61,21,-40
1,0,3,1,3,74,76,2
3,0,5,0,3,43,6,-37
1,0,4,4,3,24,72,48
1,0,5,1,3,23,45,22
1,0,0,0,3,45,58,13
1,0,4,1,3,2,110,108
3,0,0,0,3,124,74,-50
3,0,2,0,5,67,48,-19
1,0,2,3,5,4,79,75
3,0,0,6,3,20,22,2
2,0,2,0,5,52,11,-41
1,1,0,4,3,11,93,82
3,1,3,0,3,20,135,115
3,1,3,4,3,40,70,30
3,0,2,0,5,164,112,-52
3,0,2,0,5,46,39,-7
3,1,1,0,3,10,56,46
1,0,4,1,3,109,48,-61
2,0,0,2,3,31,38,7
3,0,6,1,3,20,47,27
3,0,2,0,5,89,18,-71
3,1,4,1,3,87,61,-26
3,0,1,0,3,15,75,60
2,0,3,1,3,64,70,6
3,0,2,0,5,84,134,50
0,1,3,0,3,69,64,-5
3,1,1,1,3,20,34,14
1,0,1,0,3,27,118,91
2,0,2,0,5,59,30,-29
2,0,2,2,5,19,478,459
1,0,0,0,3,97,151,54
3,0,2,0,5,200,40,-160
2,0,2,1,5,147,76,-71
1,0,2,0,5,604,14,-590
3,0,0,0,3,43,33,-10
3,0,6,1,3,25,52,27
3,1,6,1,3,14,80,66
1,0,6,4,3,11,20,9
3,0,2,1,5,85,28,-57
3,0,6,1,3,9,83,74
3,0,0,7,3,1,5,4
0,1,3,0,3,81,59,-22
1,0,5,1,3,69,100,31
1,0,0,0,3,52,87,35
3,1,4,1,3,61,13,-48
3,0,5,3,3,21,5,-16
1,0,2,4,5,80,3,-77
3,0,3,6,3,32,5,-27
1,0,3,1,3,289,132,-157
1,0,0,1,3,115,71,-44
3,0,0,4,3,132,35,-97
3,0,0,0,3,219,154,-65
3,1,4,4,3,230,52,-178
1,0,2,1,5,50,15,-35
3,1,0,1,3,209,103,-106
3,0,2,3,5,3,14,11
0,1,5,6,3,63,71,8
3,0,3,0,3,95,56,-39
1,0,3,0,3,73,93,20
1,0,5,1,3,6,38,32
3,0,2,0,5,31,46,15
3,0,0,0,3,56,497,441
3,0,3,4,3,63,7,-56
1,0,3,5,3,144,42,-102
3,1,0,4,3,32,35,3
3,1,0,0,3,121,64,-57
2,0,2,0,5,81,116,35
2,0,2,2,5,172,25,-147
1,0,6,0,3,34,87,53
1,0,5,2,3,17,1,-16
1,0,1,2,3,6,66,60
3,0,6,1,3,14,47,33
1,0,3,7,3,50,30,-20
3,0,6,0,3,114,121,7
3,1,5,0,3,36,26,-10
1,0,4,1,3,178,67,-111
3,0,2,3,5,17,29,12
3,0,6,0,3,23,718,695
3,0,1,1,3,45,124,79
3,0,2,1,5,98,33,-65
3,0,5,0,3,75,198,123
2,0,2,0,5,41,179,138
3,0,0,0,3,109,74,-35
3,1,1,1,3,63,284,221
3,0,5,0,3,2,38,36
3,0,1,0,3,87,60,-27
2,0,3,0,3,17,103,86
1,0,0,1,3,38,119,81
3,0,4,2,3,72,130,58
1,0,0,1,3,29,60,31
3,0,2,1,5,81,37,-44
3,0,6,6,3,47,4,-43
3,1,5,1,3,52,4,-48
3,1,0,1,3,21,78,57
3,1,6,1,3,3,39,36
3,0,4,1,3,103,39,-64
3,1,1,1,3,72,50,-22
3,0,4,1,3,19,543,524
2,0,2,2,5,26,170,144
3,0,5,0,3,882,64,-818
3,1,1,1,3,28,54,26
3,0,0,0,3,64,49,-15
2,0,0,0,3,244,94,-150
3,1,0,1,3,22,77,55
3,0,2,1,5,2,56,54
3,0,4,0,3,9,43,34
3,0,1,0,3,63,1,-62
3,0,3,0,3,120,35,-85
3,0,5,0,3,61,36,-25
2,0,3,0,3,86,201,115
1,0,3,1,3,5,50,45
3,1,0,0,3,102,109,7
1,0,3,0,3,43,242,199
3,1,0,4,3,28,24,-4
3,0,5,1,3,27,51,24
2,0,2,0,5,37,131,94
3,0,5,0,3,65,60,-5
3,1,1,1,3,9,126,117
1,0,2,0,5,136,73,-63
3,0,2,2,5,1,71,70
3,1,4,1,3,163,32,-131
3,0,6,0,3,46,47,1
2,0,2,0,5,28,89,61
3,0,3,7,3,16,83,67
3,1,1,0,3,101,96,-5
1,0,3,4,3,51,41,-10
3,1,0,0,3,162,91,-71
1,0,0,1,3,55,82,27
1,0,0,0,3,117,215,98
1,0,0,1,3,12,93,81
1,0,4,1,3,85,54,-31
3,0,3,0,3,137,68,-69
3,1,0,0,3,38,121,83
2,0,2,1,5,140,19,-121
1,0,0,0,3,69,79,10
3,0,3,1,3,71,14,-57
3,0,2,6,5,3,2,-1
3,1,1,4,3,32,13,-19
1,0,0,4,3,28,43,15
2,0,3,1,3,90,29,-61
2,0,3,1,3,11,163,152
1,0,0,1,3,45,7,-38
3,0,5,0,3,52,45,-7
1,0,0,4,3,33,82,49
3,1,7,6,3,1,8,7
3,0,4,6,3,3,109,106
3,1,6,1,3,28,10,-18
3,0,2,0,5,40,117,77
1,0,0,4,3,140,42,-98
3,1,7,5,3,1,7,6
3,0,3,5,3,100,89,-11
3,1,0,1,3,36,92,56
3,1,0,1,3,31,108,77
1,0,5,0,3,29,105,76
3,0,6,2,3,21,6,-15
2,0,2,0,5,41,6,-35
1,0,6,4,3,6,3,-3
3,0,0,0,3,446,145,-301
3,0,5,0,3,48,84,36
1,0,0,0,3,40,38,-2
3,1,0,1,3,232,63,-169
3,0,5,2,3,40,47,7
3,0,1,6,3,11,6,-5
1,0,6,0,3,11,55,44
1,0,5,0,3,75,47,-28
1,0,4,0,3,140,16,-124
3,0,2,0,5,15,101,86
1,0,3,0,3,65,184,119
3,0,2,1,5,6,48,42
3,0,2,0,5,40,134,94
2,0,3,1,3,74,102,28
1,0,1,0,3,471,45,-426
1,0,6,1,3,32,38,6
3,0,6,1,3,79,6,-73
3,0,2,0,5,74,3,-71
1,0,3,1,3,163,39,-124
3,0,6,0,3,15,207,192
3,0,2,2,5,69,121,52
1,0,0,0,3,198,80,-118
3,0,1,0,3,81,111,30
3,0,6,6,3,1,7,6
2,0,0,4,3,94,10,-84
1,0,3,7,3,2,172,170
1,0,1,7,3,7,46,39
1,0,2,1,5,34,82,48
1,0,0,0,3,126,154,28
1,0,0,7,3,5,40,35
3,1,0,0,3,170,66,-104
2,0,2,1,5,112,54,-58
1,0,6,0,3,55,28,-27
3,1,3,0,3,31,89,58
3,0,1,1,3,36,75,39
2,0,3,4,3,38,28,-10
3,1,4,1,3,27,11,-16
2,0,3,1,3,90,149,59
2,0,3,7,3,49,39,-10
1,0,0,0,3,53,360,307
3,0,0,1,3,66,91,25
3,0,6,1,3,42,5,-37
1,0,3,0,3,14,105,91
1,0,2,0,5,182,137,-45
2,0,3,0,3,265,196,-69
3,0,3,0,3,99,113,14
3,0,2,1,5,30,155,125
3,0,0,0,3,265,142,-123
3,1,1,0,3,59,31,-28
3,0,2,1,5,20,99,79
3,1,4,0,3,29,13,-16
3,1,6,1,3,38,1,-37
3,1,3,1,3,557,123,-434
1,0,3,0,3,153,263,110
3,1,1,0,3,12,138,126
2,0,2,0,5,77,130,53
1,0,0,1,3,55,92,37
1,0,0,1,3,77,39,-38
3,1,0,7,3,13,22,9
3,0,0,2,3,54,82,28
3,0,6,0,3,84,380,296
3,0,6,0,3,94,135,41
1,0,1,0,3,4,45,41
1,0,0,0,3,7,64,57
1,0,0,1,3,206,52,-154
3,0,0,4,3,51,9,-42
3,0,3,0,3,83,63,-20
3,0,2,0,5,70,99,29
3,1,4,0,3,58,171,113
0,1,3,7,3,43,81,38
1,0,0,0,3,260,29,-231
2,0,1,1,3,54,20,-34
3,0,4,1,3,83,109,26
3,0,0,1,3,34,93,59
3,1,6,0,3,44,76,32
2,0,0,0,3,47,83,36
3,0,5,1,3,16,26,10
3,1,4,1,3,61,127,66
1,0,2,0,5,43,175,132
1,0,3,1,3,85,340,255
2,0,3,1,3,35,119,84
3,1,3,0,3,38,131,93
3,0,3,0,3,73,89,16
1,0,6,0,3,47,32,-15
3,0,3,1,3,162,87,-75
3,0,0,0,3,25,149,124
1,0,5,4,3,39,14,-25
3,0,3,5,3,63,363,300
3,0,3,0,3,241,13,-228
0,1,3,1,3,5,123,118
3,0,2,2,5,19,42,23
2,0,2,0,5,15,148,133
1,0,5,0,3,67,58,-9
3,0,2,6,5,18,24,6
3,1,0,0,3,121,166,45
3,0,2,0,5,125,17,-108
1,0,3,4,3,4,75,71
1,0,6,1,3,42,12,-30
3,0,4,2,3,22,104,82
2,0,0,0,3,237,75,-162
3,0,6,0,3,159,42,-117
3,0,0,2,3,188,52,-136
2,0,1,1,3,76,24,-52
0,1,5,0,3,58,52,-6
3,0,2,2,5,10,22,12
3,1,5,2,3,3,18,15
2,0,2,1,5,33,14,-19
1,0,2,4,5,18,45,27
1,0,5,1,3,87,4,-83
0,1,3,1,3,67,41,-26
1,0,3,4,3,70,53,-17
3,0,3,0,3,87,73,-14
3,0,3,1,3,54,10,-44
1,0,3,6,3,48,56,8
3,0,5,0,3,79,160,81
3,1,0,4,3,33,86,53
1,0,0,0,3,90,223,133
1,0,0,0,3,67,36,-31
1,0,4,0,3,62,95,33
3,1,0,0,3,230,170,-60
0,1,5,1,3,4,51,47
3,1,0,0,3,279,195,-84
2,0,2,0,5,89,6,-83
3,0,3,1,3,18,40,22
3,0,0,4,3,46,26,-20
3,1,3,1,3,34,259,225
3,0,1,1,3,54,35,-19
3,1,0,7,3,73,10,-63
3,0,5,1,3,24,89,65
1,0,3,4,3,127,101,-26
3,0,0,4,3,10,51,41
3,0,5,1,3,24,16,-8
1,0,0,0,3,31,86,55
3,0,3,4,3,13,143,130
3,0,2,1,5,11,81,70
3,0,0,4,3,87,28,-59
3,1,1,0,3,60,8,-52
1,0,0,0,3,205,310,105
3,1,5,4,3,8,52,44
2,0,3,1,3,55,271,216
1,0,5,1,3,17,45,28
2,0,0,1,3,84,46,-38
3,0,1,0,3,104,39,-65
3,0,3,0,3,714,199,-515
3,0,0,0,3,7,77,70
3,0,3,1,3,8,48,40
3,1,1,1,3,14,258,244
3,0,2,2,5,102,15,-87
3,0,0,4,3,55,224,169
1,0,6,0,3,28,84,56
1,0,2,4,5,3,8,5
3,0,6,1,3,52,6,-46
1,0,6,2,3,8,47,39
1,0,3,0,3,48,58,10
3,0,3,4,3,20,96,76
1,0,0,0,3,182,35,-147
3,1,4,4,3,5,64,59
3,0,3,1,3,69,28,-41
3,0,0,6,3,5,99,94
2,0,2,0,5,213,221,8
3,1,1,1,3,7,61,54
2,0,3,2,3,106,12,-94
3,1,3,1,3,26,94,68
2,0,3,4,3,67,10,-57
3,0,6,0,3,66,73,7
1,0,2,1,5,4,46,42
3,1,0,0,3,21,263,242
3,0,6,1,3,46,19,-27
3,0,6,0,3,11,36,25
3,0,2,1,5,23,108,85
3,0,2,2,5,94,97,3
1,0,3,0,3,128,90,-38
2,0,3,0,3,17,67,50
1,0,6,0,3,60,47,-13
3,1,0,1,3,1147,13,-1134
3,1,5,0,3,52,37,-15
1,0,2,1,5,2,116,114
3,0,2,2,5,24,39,15
1,0,3,0,3,35,110,75
